Types,Card Name,Set Code,Number,Release Date
Creature — Phyrexian Human Artificer,Blade Splicer,NPH,4,2011-05-13
Artifact Creature — Phyrexian Wall,Cathedral Membrane,NPH,5,2011-05-13
Creature — Phyrexian Angel,Chancellor of the Annex,NPH,6,2011-05-13
Legendary Creature — Phyrexian Praetor,"Elesh Norn, Grand Cenobite",NPH,9,2011-05-13
Creature — Phyrexian Cat Soldier,Lost Leonin,NPH,13,2011-05-13
Creature — Phyrexian Elephant Soldier,Loxodon Convert,NPH,14,2011-05-13
Artifact Creature — Phyrexian Soldier,Porcelain Legionnaire,NPH,19,2011-05-13
Creature — Phyrexian Artificer,Sensor Splicer,NPH,22,2011-05-13
Creature — Phyrexian Human Rogue,Blighted Agent,NPH,29,2011-05-13
Creature — Phyrexian Sphinx,Chancellor of the Spires,NPH,31,2011-05-13
Artifact Creature — Phyrexian Shapeshifter,Phyrexian Metamorph,NPH,42,2011-05-13
Artifact Creature — Phyrexian Thopter,Spined Thopter,NPH,45,2011-05-13
Creature — Phyrexian Vampire,Chancellor of the Dross,NPH,54,2011-05-13
Creature — Phyrexian Bat,Dementia Bat,NPH,55,2011-05-13
Artifact Creature — Phyrexian Imp,Vault Skirge,NPH,76,2011-05-13
Creature — Phyrexian Specter,Whispering Specter,NPH,77,2011-05-13
Creature — Phyrexian Giant,Chancellor of the Forge,NPH,81,2011-05-13
Creature — Phyrexian Human Shaman,Fallen Ferromancer,NPH,82,2011-05-13
Artifact Creature — Phyrexian Dragon,Moltensteel Dragon,NPH,88,2011-05-13
Creature — Phyrexian Ogre,Ogre Menial,NPH,89,2011-05-13
Creature — Phyrexian Boar,Razor Swine,NPH,92,2011-05-13
Creature — Phyrexian Construct,Slag Fiend,NPH,95,2011-05-13
Artifact Creature — Phyrexian Cat,Slash Panther,NPH,96,2011-05-13
Artifact Creature — Phyrexian Cleric,Blinding Souleater,NPH,131,2011-05-13
Legendary Creature — Gorgon Wizard,"Damia, Sage of Stone",CMD,191,2011-06-17
Legendary Creature — Elf Rogue,"Edric, Spymaster of Trest",CMD,196,2011-06-17
Legendary Creature — Fungus Shaman,"Ghave, Guru of Spores",CMD,200,2011-06-17
Legendary Creature — Centaur Spirit,"Karador, Ghost Chieftain",CMD,207,2011-06-17
Legendary Creature — Ooze,The Mimeoplasm,CMD,210,2011-06-17
Legendary Creature — Vedalken Wizard,"Nin, the Pain Artist",CMD,213,2011-06-17
Legendary Creature — Zombie Elemental,"Skullbriar, the Walking Grave",CMD,227,2011-06-17
Legendary Creature — Minotaur Monk,Zedruu the Greathearted,CMD,240,2011-06-17
Creature — Cat Monk,Pride Guardian,M12,31,2011-07-15
Creature — Salamander Rogue,Amphin Cutthroat,M12,43,2011-07-15
Creature — Bear Illusion,Phantasmal Bear,M12,70,2011-07-15
Creature — Spirit Knight,Spectral Rider,ISD,35,2011-09-30
Enchantment — Aura Curse,Curse of the Bloody Tome,ISD,50,2011-09-30
Creature — Human Insect,Delver of Secrets // Insectile Aberration,ISD,51,2011-09-30
Creature — Lizard Egg,Ludevic's Test Subject // Ludevic's Abomination,ISD,64,2011-09-30
Creature — Lizard Horror,Ludevic's Test Subject // Ludevic's Abomination,ISD,64,2011-09-30
Creature — Vampire Noble,Falkenrath Noble,ISD,100,2011-09-30
Creature — Vampire Soldier,Stromkirk Patrol,ISD,118,2011-09-30
Creature — Vampire Scout,Vampire Interloper,ISD,123,2011-09-30
Creature — Human Warrior Werewolf,Hanweir Watchkeep // Bane of Hanweir,ISD,145,2011-09-30
Creature — Human Werewolf,Instigator Gang // Wildblood Pack,ISD,149,2011-09-30
Creature — Human Rogue Werewolf,Kruin Outlaw // Terror of Kruin Pass,ISD,152,2011-09-30
Creature — Human Archer Werewolf,Daybreak Ranger // Nightfall Predator,ISD,176,2011-09-30
Creature — Human Advisor Werewolf,Mayor of Avabruck // Howlpack Alpha,ISD,193,2011-09-30
Creature — Human Shaman Werewolf,Ulvenwald Mystics // Ulvenwald Primordials,ISD,208,2011-09-30
Legendary Creature — Spirit Cleric,Geist of Saint Traft,ISD,213,2011-09-30
Creature — Zombie Soldier,Loyal Cathar // Unhallowed Cathar,DKA,13,2012-02-03
Legendary Creature — Zombie Cleric,"Mikaeus, the Unhallowed",DKA,70,2012-02-03
Creature — Zombie Treefolk,Ghoultree,DKA,115,2012-02-03
Legendary Planeswalker — Tamiyo,"Tamiyo, the Moon Sage",AVR,79,2012-05-04
Creature — Bat Skeleton,Marrow Bats,AVR,113,2012-05-04
Creature — Vampire Archer,Falkenrath Exterminator,AVR,134,2012-05-04
Legendary Planeswalker — Tibalt,"Tibalt, the Fiend-Blooded",AVR,161,2012-05-04
Creature — Spirit Wolf,Howlgeist,AVR,182,2012-05-04
Creature — Wolf Warrior,Wolfir Avenger,AVR,205,2012-05-04
Creature — Spirit Treefolk,Yew Spirit,AVR,207,2012-05-04
Phenomenon,Chaotic Aether,OPC2,1,2012-06-01
Plane — Kephalai,Aretopolis,OPC2,10,2012-06-01
Plane — Kolbahan,Astral Arena,OPC2,11,2012-06-01
Plane — Belenon,Edge of Malacol,OPC2,13,2012-06-01
Plane — New Phyrexia,Furnace Layer,OPC2,14,2012-06-01
Plane — Innistrad,Gavony,OPC2,15,2012-06-01
Plane — Fabacin,Grove of the Dreampods,OPC2,18,2012-06-01
Plane — Mongseng,Kharasha Foothills,OPC2,22,2012-06-01
Plane — Azgol,Lair of the Ashen Idol,OPC2,24,2012-06-01
Plane — Regatha,Mount Keralia,OPC2,25,2012-06-01
Plane — Vryn,Trail of the Mage-Rings,OPC2,37,2012-06-01
Plane — Ergamon,Truga Jungle,OPC2,38,2012-06-01
Plane — Kyneth,The Zephyr Maze,OPC2,40,2012-06-01
Creature — Angel Illusion,Illusory Angel,PC2,19,2012-06-01
Artifact Creature — Minotaur Wizard,Etherium-Horn Sorcerer,PC2,91,2012-06-01
Legendary Creature — Archon,Krond the Dawn-Clad,PC2,99,2012-06-01
Creature — Demon Ninja,Silent-Blade Oni,PC2,105,2012-06-01
Legendary Creature — Hellion,Thromok the Insatiable,PC2,106,2012-06-01
Legendary Creature — Zombie Elf,"Jarad, Golgari Lich Lord",DDJ,45,2012-09-07
Creature — Vedalken,Crosstown Courier,RTR,34,2012-10-05
Creature — Viashino Rogue,Viashino Racketeer,RTR,112,2012-10-05
Creature — Centaur Cleric,Centaur Healer,RTR,148,2012-10-05
Creature — Zombie Troll,Lotleth Troll,RTR,177,2012-10-05
Legendary Planeswalker — Vraska,Vraska the Unseen,RTR,208,2012-10-05
Creature — Dryad Soldier,Dryad Militant,RTR,214,2012-10-05
Land — Gate,Azorius Guildgate,RTR,237,2012-10-05
Creature — Bird Mutant,Cloudfin Raptor,GTC,32,2013-02-01
Creature — Mutant Wizard,Simic Manipulator,GTC,50,2013-02-01
Creature — Elemental Soldier,Warmind Infantry,GTC,111,2013-02-01
Creature — Lizard Beast,Adaptive Snapjaw,GTC,113,2013-02-01
Creature — Crocodile Frog,Crocanura,GTC,116,2013-02-01
Creature — Human Ooze,Experiment One,GTC,119,2013-02-01
Legendary Planeswalker — Domri,Domri Rade,GTC,156,2013-02-01
Creature — Lizard Drake,Drakewing Krasis,GTC,157,2013-02-01
Creature — Fish Mutant,Elusive Krasis,GTC,160,2013-02-01
Creature — Cyclops Soldier,Fortress Cyclops,GTC,164,2013-02-01
Legendary Creature — Spirit Advisor,"Obzedat, Ghost Council",GTC,182,2013-02-01
Creature — Shark Crab,Shambleshark,GTC,193,2013-02-01
Creature — Vedalken Soldier,Opal Lake Gatekeepers,DGM,16,2013-05-03
Creature — Shark Beast,Battering Krasis,DGM,41,2013-05-03
Creature — Insect Warrior,Kraul Warrior,DGM,42,2013-05-03
Creature — Human Insect Wizard,Beetleform Mage,DGM,54,2013-05-03
Creature — Goblin Pilot Wizard,Goblin Test Pilot,DGM,74,2013-05-03
Legendary Creature — Weird Wizard,"Melek, Izzet Paragon",DGM,84,2013-05-03
Legendary Planeswalker — Ral,Ral Zarek,DGM,94,2013-05-03
Creature — Plant Skeleton,Rot Farm Skeleton,DGM,98,2013-05-03
Legendary Creature — Troll Warrior,"Varolz, the Scar-Striped",DGM,112,2013-05-03
Legendary Creature — Human Merfolk,Vorel of the Hull Clade,DGM,115,2013-05-03
Creature — Rhino Cleric,Stonehorn Chanter,M14,39,2013-07-19
Creature — Fish Illusion,Jace's Mindseeker,M14,61,2013-07-19
Creature — Zombie Minotaur,Minotaur Abomination,M14,107,2013-07-19
Creature — Dragon Egg,Dragon Egg,M14,137,2013-07-19
Artifact Creature — Sliver Construct,Sliver Construct,M14,218,2013-07-19
Legendary Creature — Hydra,"Polukranos, World Eater",DDL,43,2013-09-06
Enchantment Creature — Archon,Celestial Archon,THS,3,2013-09-27
Legendary Enchantment Creature — God,"Heliod, God of the Sun",THS,17,2013-09-27
Enchantment Creature — Elk,Heliod's Emissary,THS,18,2013-09-27
Enchantment Creature — Spirit,Hopeful Eidolon,THS,19,2013-09-27
Creature — Centaur Advisor,Lagonna-Band Elder,THS,21,2013-09-27
Enchantment Creature — Nymph,Observant Alseid,THS,24,2013-09-27
Legendary Enchantment Artifact,Spear of Heliod,THS,33,2013-09-27
Creature — Horse Fish,Breaching Hippocamp,THS,43,2013-09-27
Creature — Chimera,Coastline Chimera,THS,44,2013-09-27
Enchantment Creature — Crab,Thassa's Emissary,THS,68,2013-09-27
Creature — Skeleton Soldier,Asphodel Wanderer,THS,77,2013-09-27
Creature — Harpy,Blood-Toll Harpy,THS,79,2013-09-27
Enchantment Creature — Snake,Erebos's Emissary,THS,86,2013-09-27
Enchantment Creature — Horror,Nighthowler,THS,98,2013-09-27
Creature — Satyr Shaman,Firedrinker Satyr,THS,122,2013-09-27
Enchantment Creature — Ox,Purphoros's Emissary,THS,136,2013-09-27
Enchantment Creature — Satyr,Boon Satyr,THS,152,2013-09-27
Enchantment Creature — Nymph Dryad,Leafcrown Dryad,THS,161,2013-09-27
Enchantment Creature — Cat,Nylea's Emissary,THS,168,2013-09-27
Creature — Satyr Rogue,Satyr Piper,THS,175,2013-09-27
Creature — Satyr Druid,Voyaging Satyr,THS,182,2013-09-27
Legendary Planeswalker — Ashiok,"Ashiok, Nightmare Weaver",THS,188,2013-09-27
Creature — Centaur Wizard,Chronicler of Heroes,THS,190,2013-09-27
Creature — Griffin Skeleton,Sentry of the Underworld,THS,202,2013-09-27
Legendary Planeswalker — Xenagos,"Xenagos, the Reveler",THS,209,2013-09-27
Artifact Creature — Sable,Bronze Sable,THS,212,2013-09-27
Artifact Creature — Elk,Burnished Hart,THS,213,2013-09-27
Artifact Creature — Unicorn,Opaline Unicorn,THS,218,2013-09-27
Legendary Creature — Vampire Wizard,"Jeleva, Nephalia's Scourge",C13,194,2013-11-01
Legendary Creature — Elemental Beast,"Marath, Will of the Wild",C13,198,2013-11-01
Legendary Creature — Giant Soldier,"Oloro, Ageless Ascetic",C13,203,2013-11-01
Legendary Creature — Rhino Soldier,Roon of the Hidden Realm,C13,206,2013-11-01
Enchantment Creature — Human Soldier,Archetype of Courage,BNG,4,2014-02-07
Enchantment Creature — Human Wizard,Archetype of Imagination,BNG,32,2014-02-07
Enchantment Creature — Merfolk,Nyxborn Triton,BNG,46,2014-02-07
Enchantment Creature — Chimera,Perplexing Chimera,BNG,48,2014-02-07
Enchantment Creature — Gorgon,Archetype of Finality,BNG,58,2014-02-07
Enchantment Creature — Hag,Fate Unraveler,BNG,68,2014-02-07
Enchantment Creature — Demon,Herald of Torment,BNG,75,2014-02-07
Enchantment Creature — Zombie,Spiteful Returned,BNG,84,2014-02-07
Enchantment Creature — Human Warrior,Archetype of Aggression,BNG,88,2014-02-07
Enchantment Creature — Boar,Archetype of Endurance,BNG,116,2014-02-07
Enchantment Creature — Centaur,Courser of Kruphix,BNG,119,2014-02-07
Enchantment Creature — Unicorn,Noble Quarry,BNG,130,2014-02-07
Enchantment Creature — Wolf,Nyxborn Wolf,BNG,131,2014-02-07
Creature — Satyr Warrior,Setessan Oathsworn,BNG,138,2014-02-07
Enchantment Creature — Manticore,Chromanticore,BNG,144,2014-02-07
Legendary Planeswalker — Kiora,"Kiora, the Crashing Wave",BNG,149,2014-02-07
Creature — Zombie Siren,Siren of the Silent Song,BNG,155,2014-02-07
Creature — Centaur Scout,Lagonna-Band Trailblazer,JOU,14,2014-05-02
Enchantment Creature — Sheep,Nyx-Fleece Ram,JOU,18,2014-05-02
Enchantment Creature — Nautilus,Crystalline Nautilus,JOU,34,2014-05-02
Enchantment Creature — Siren,Hypnotic Siren,JOU,42,2014-05-02
Creature — Siren Soldier,War-Wing Siren,JOU,57,2014-05-02
Enchantment Creature — Insect,Brain Maggot,JOU,62,2014-05-02
Enchantment Creature — Giant,Doomwake Giant,JOU,66,2014-05-02
Enchantment Creature — Minotaur,Gnarled Scarhide,JOU,72,2014-05-02
Creature — Zombie Satyr,Returned Reveler,JOU,79,2014-05-02
Enchantment Creature — Lamia,Thoughtrender Lamia,JOU,85,2014-05-02
Enchantment Creature — Cyclops,Cyclops of Eternal Fury,JOU,92,2014-05-02
Enchantment Creature — Dog,Mogis's Warhound,JOU,104,2014-05-02
Creature — Satyr Soldier,Satyr Hoplite,JOU,110,2014-05-02
Enchantment Creature — Beast,Spirespine,JOU,142,2014-05-02
Enchantment Creature — Spider,Nyx Weaver,JOU,153,2014-05-02
Enchantment Creature — Human Cleric,Underworld Coinsmith,JOU,157,2014-05-02
Conspiracy,Advantageous Proclamation,CNS,1,2014-06-06
Creature — Spirit Cleric,Custodi Squire,CNS,18,2014-06-06
Legendary Creature — Spirit Noble,"Brago, King Eternal",CNS,41,2014-06-06
Legendary Planeswalker — Dack,Dack Fayden,CNS,42,2014-06-06
Legendary Creature — Goblin Rogue,"Grenzo, Dungeon Warden",CNS,47,2014-06-06
Legendary Creature — Elf Scout,"Selvala, Explorer Returned",CNS,51,2014-06-06
Artifact Creature — Dog Construct,Cogwork Tracker,CNS,60,2014-06-06
Creature — Giant Monk,Boonweaver Giant,M15,5,2014-07-18
Creature — Salamander Wizard,Amphin Pathmage,M15,45,2014-07-18
Creature — Squid Horror,Chasm Skulker,M15,46,2014-07-18
Creature — Zombie Wall,Wall of Limbs,M15,121,2014-07-18
Legendary Creature — Ogre Spirit,"Kurkesh, Onakke Ancient",M15,153,2014-07-18
Creature — Plant Elemental Beast,Carnivorous Moss-Beast,M15,170,2014-07-18
Creature — Fungus Horror,Undergrowth Scavenger,M15,204,2014-07-18
Artifact Creature — Phyrexian Avatar,Soul of New Phyrexia,M15,231,2014-07-18
Legendary Creature — Orc Warrior,Zurgo Helmsmasher,DDN,1,2014-09-05
Creature — Dog Soldier,Ainok Bond-Kin,KTK,3,2014-09-26
Creature — Kirin,Alabaster Kirin,KTK,4,2014-09-26
Creature — Naga Wizard,Kheru Spellsnatcher,KTK,45,2014-09-26
Creature — Djinn Wizard,Mistfire Weaver,KTK,46,2014-09-26
Creature — Djinn Monk,Riverwheel Aerialists,KTK,51,2014-09-26
Creature — Spirit Warrior,Disowned Ancestor,KTK,70,2014-09-26
Creature — Orc Assassin,Mer-Ek Nightblade,KTK,79,2014-09-26
Creature — Zombie Elephant,Rotting Mastodon,KTK,87,2014-09-26
Creature — Zombie Ape,Sidisi's Pet,KTK,90,2014-09-26
Creature — Dog Scout,Ainok Tracker,KTK,96,2014-09-26
Creature — Efreet Monk,Bloodfire Expert,KTK,101,2014-09-26
Creature — Efreet Shaman,Bloodfire Mentor,KTK,102,2014-09-26
Creature — Snake Hydra,Hooded Hydra,KTK,136,2014-09-26
Creature — Dog Archer,Longshot Squad,KTK,140,2014-09-26
Creature — Naga Archer,Sagu Archer,KTK,146,2014-09-26
Creature — Naga Shaman,Sultai Flayer,KTK,152,2014-09-26
Creature — Elephant Warrior,Woolly Loxodon,KTK,158,2014-09-26
Creature — Cat Demon,Rakshasa Deathdealer,KTK,192,2014-09-26
Legendary Creature — Naga Shaman,"Sidisi, Brood Tyrant",KTK,199,2014-09-26
Legendary Planeswalker — Nahiri,"Nahiri, the Lithomancer",C14,10,2014-11-07
Legendary Planeswalker — Teferi,"Teferi, Temporal Archmage",C14,19,2014-11-07
Legendary Planeswalker — Nixilis,Ob Nixilis of the Black Oath,C14,27,2014-11-07
Legendary Planeswalker — Daretti,"Daretti, Scrap Savant",C14,33,2014-11-07
Legendary Planeswalker — Freyalise,"Freyalise, Llanowar's Fury",C14,43,2014-11-07
Legendary Planeswalker — Ugin,"Ugin, the Spirit Dragon",FRF,1,2015-01-23
Creature — Zombie Fish,Gurmag Angler,FRF,72,2015-01-23
Creature — Orc Archer,Orc Sureshot,FRF,78,2015-01-23
Creature — Dog Shaman,Abzan Beastmaster,FRF,119,2015-01-23
Legendary Creature — Spirit Soldier,"Anafenza, Kin-Tree Spirit",DTK,2,2015-03-27
Creature — Dog Warrior,Champion of Arashin,DTK,9,2015-03-27
Creature — Bird Monk,Orator of Ojutai,DTK,28,2015-03-27
Creature — Orc Berserker,Pitiless Horde,DTK,112,2015-03-27
Legendary Creature — Zombie Naga,"Sidisi, Undead Vizier",DTK,120,2015-03-27
Creature — Zombie Djinn,Silumgar Butcher,DTK,122,2015-03-27
Creature — Zombie Turtle,Wandering Tombshell,DTK,127,2015-03-27
Legendary Planeswalker — Narset,Narset Transcendent,DTK,225,2015-03-27
Creature — Human Rogue Artificer,Whirler Rogue,ORI,83,2015-07-17
Creature — Fish Lizard,Bounding Krasis,ORI,212,2015-07-17
Creature — Eldrazi Processor,Blight Herder,BFZ,2,2015-10-02
Creature — Angel Ally,Angel of Renewal,BFZ,18,2015-10-02
Creature — Kor Scout Ally,Cliffside Lookout,BFZ,20,2015-10-02
Creature — Human Scout Ally,Expedition Envoy,BFZ,24,2015-10-02
Creature — Kor Wizard Ally,Kor Castigator,BFZ,35,2015-10-02
Creature — Merfolk Scout Ally,Coralhelm Guide,BFZ,74,2015-10-02
Creature — Vampire Shaman Ally,Bloodbond Vampire,BFZ,104,2015-10-02
Legendary Creature — Vampire Ally,"Drana, Liberator of Malakir",BFZ,109,2015-10-02
Creature — Human Assassin Ally,Hagra Sharpshooter,BFZ,113,2015-10-02
Creature — Vampire Cleric Ally,Kalastria Healer,BFZ,114,2015-10-02
Creature — Vampire Warrior Ally,Kalastria Nightwatch,BFZ,115,2015-10-02
Creature — Vampire Assassin Ally,Nirkana Assassin,BFZ,118,2015-10-02
Creature — Goblin Scout Ally,Chasm Guide,BFZ,143,2015-10-02
Creature — Giant Warrior Ally,Shatterskull Recruit,BFZ,155,2015-10-02
Legendary Creature — Goblin Ally,"Zada, Hedron Grinder",BFZ,162,2015-10-02
Creature — Elf Warrior Ally,Tajuru Beastmaster,BFZ,193,2015-10-02
Creature — Elf Druid Ally,Grovetender Druids,BFZ,212,2015-10-02
Legendary Creature — Kor Ally,"Munda, Ambush Leader",BFZ,215,2015-10-02
Legendary Creature — Merfolk Ally,"Noyan Dar, Roil Shaper",BFZ,216,2015-10-02
Creature — Cat Illusion,Illusory Ambusher,C15,12,2015-11-13
Creature — Zombie Dragon,Scourge of Nel Toth,C15,21,2015-11-13
Creature — Plant Centaur,Centaur Vinecrasher,C15,35,2015-11-13
Legendary Creature — Sphinx Wizard,"Arjun, the Shifting Flame",C15,42,2015-11-13
Legendary Creature — Zombie Soldier,Daxos the Returned,C15,43,2015-11-13
Legendary Creature — Phyrexian Elf Warrior,"Ezuri, Claw of Progress",C15,44,2015-11-13
Legendary Creature — Snake Wizard,"Kaseto, Orochi Archmage",C15,47,2015-11-13
Legendary Creature — Insect Shaman,"Mazirek, Kraul Death Priest",C15,48,2015-11-13
Legendary Creature — Goblin Wizard,Mizzix of the Izmagnus,C15,50,2015-11-13
Legendary Creature — Human Ally,General Tazri,OGW,19,2016-01-22
Creature — Kor Knight Ally,Munda's Vanguard,OGW,29,2016-01-22
Creature — Kor Artificer Ally,Stone Haven Outfitter,OGW,37,2016-01-22
Creature — Merfolk Rogue Ally,Umara Entangler,OGW,65,2016-01-22
Creature — Goblin Archer Ally,Zada's Commando,OGW,120,2016-01-22
Legendary Creature — Kor Cleric,"Ayli, Eternal Pilgrim",OGW,151,2016-01-22
Creature — Elf Soldier Ally,Joraga Auxiliary,OGW,154,2016-01-22
Legendary Creature — Elf Ally,"Mina and Denn, Wildborn",OGW,156,2016-01-22
Basic Land,Wastes,OGW,183,2016-01-22
Creature — Nightmare,Startled Awake // Persistent Nightmare,SOI,88,2016-04-08
Creature — Kraken Horror,Thing in the Ice // Awoken Horror,SOI,92,2016-04-08
Creature — Zombie Horse,Ghoulsteed,SOI,113,2016-04-08
Creature — Vampire Berserker,Heir of Falkenrath // Heir to the Night,SOI,116,2016-04-08
Creature — Zombie Dog,Hound of the Farbogs,SOI,117,2016-04-08
Creature — Slug Horror,Morkrut Necropod,SOI,125,2016-04-08
Creature — Human Scout Werewolf,Breakneck Rider // Neck Breaker,SOI,147,2016-04-08
Creature — Wolf Horror,Scourge Wolf,SOI,179,2016-04-08
Creature — Elemental Wolf,Wolf of Devil's Breach,SOI,192,2016-04-08
Creature — Mole Beast,Graf Mole,SOI,207,2016-04-08
Creature — Boar Horror,Kessig Dire Swine,SOI,214,2016-04-08
Creature — Dryad Horror,Loam Dryad,SOI,216,2016-04-08
Legendary Planeswalker — Arlinn,"Arlinn Kord // Arlinn, Embraced by the Moon",SOI,243,2016-04-08
Legendary Creature — Frog Horror,The Gitrog Monster,SOI,245,2016-04-08
Legendary Creature — Vampire Knight,"Olivia, Mobilized for War",SOI,248,2016-04-08
Artifact Creature — Gargoyle Horror,Thraben Gargoyle // Stonewing Antagonizer,SOI,266,2016-04-08
Creature — Eldrazi Leech,Abundant Maw,EMN,1,2016-07-22
Creature — Eldrazi Boar,Decimator of the Provinces,EMN,2,2016-07-22
Creature — Eldrazi Insect,Distended Mindbender,EMN,3,2016-07-22
Creature — Eldrazi Crab,Drownyard Behemoth,EMN,4,2016-07-22
Creature — Eldrazi Octopus,Elder Deep-Fiend,EMN,5,2016-07-22
Creature — Eldrazi Horror,Eternal Scourge,EMN,7,2016-07-22
Creature — Eldrazi Beast,Mockery of Nature,EMN,10,2016-07-22
Creature — Eldrazi Hippogriff,Wretched Gryff,EMN,12,2016-07-22
Legendary Creature — Angel Horror,"Bruna, the Fading Light // Brisela, Voice of Nightmares",EMN,15a,2016-07-22
Legendary Creature — Eldrazi Angel,"Brisela, Voice of Nightmares",EMN,15b,2016-07-22
Creature — Eldrazi Homunculus,Curious Homunculus // Voracious Reader,EMN,54,2016-07-22
Creature — Eldrazi Fish,Grizzled Angler // Grisly Anglerfish,EMN,63,2016-07-22
Creature — Human Horror,Wharf Infiltrator,EMN,80,2016-07-22
Creature — Vampire Horror,Stromkirk Condemned,EMN,106,2016-07-22
Creature — Eldrazi Vampire,Voldaren Pariah // Abolisher of Bloodlines,EMN,111,2016-07-22
Creature — Devil Horror,Bedlam Reveler,EMN,118,2016-07-22
Creature — Eldrazi Werewolf,Conduit of Storms // Conduit of Emrakul,EMN,124,2016-07-22
Creature — Werewolf Horror,Conduit of Storms // Conduit of Emrakul,EMN,124,2016-07-22
Legendary Creature — Eldrazi Ooze,"Hanweir, the Writhing Township",EMN,130b,2016-07-22
Legendary Creature — Spider,"Ishkanah, Grafwidow",EMN,162,2016-07-22
Creature — Vampire Cleric,Bloodhall Priest,EMN,181,2016-07-22
Legendary Creature — Werewolf,"Ulrich of the Krallenhorde // Ulrich, Uncontested Alpha",EMN,191,2016-07-22
Legendary Creature — Human Werewolf,"Ulrich of the Krallenhorde // Ulrich, Uncontested Alpha",EMN,191,2016-07-22
Creature — Eldrazi Reflection,Cryptolith Fragment // Aurora of Emrakul,EMN,193,2016-07-22
Artifact Creature — Wolf Construct,Lupine Prototype,EMN,197,2016-07-22
Creature — Bird Illusion,Illusionary Informant,CN2,32,2016-08-26
Creature — Human Rogue Mutant,Keeper of Keys,CN2,34,2016-08-26
Creature — Gargoyle Illusion,Spire Phantasm,CN2,37,2016-08-26
Creature — Rat Horror,Sinuous Vermin,CN2,46,2016-08-26
Creature — Ogre Mercenary,Crown-Hunter Hireling,CN2,50,2016-08-26
Creature — Elemental Chimera,Volatile Chimera,CN2,59,2016-08-26
Legendary Planeswalker — Kaya,"Kaya, Ghost Assassin",CN2,75,2016-08-26
Legendary Creature — Elf Advisor,"Leovold, Emissary of Trest",CN2,77,2016-08-26
Creature — Dwarf Pilot,Gearshift Ace,KLD,16,2016-09-30
Creature — Vedalken Advisor,Minister of Inquiries,KLD,57,2016-09-30
Legendary Creature — Vedalken Artificer,"Padeem, Consul of Innovation",KLD,59,2016-09-30
Creature — Aetherborn Rogue,Aetherborn Marauder,KLD,71,2016-09-30
Creature — Aetherborn Artificer,Ambitious Aetherborn,KLD,72,2016-09-30
Legendary Creature — Aetherborn Rogue,"Gonti, Lord of Luxury",KLD,84,2016-09-30
Creature — Human Pilot,Ovalchase Daredevil,KLD,97,2016-09-30
Creature — Aetherborn Warrior,Prakhata Club Security,KLD,98,2016-09-30
Creature — Gremlin,Brazen Scourge,KLD,107,2016-09-30
Creature — Elf Artificer Druid,Architect of the Untamed,KLD,143,2016-09-30
Creature — Cat Monkey,Wily Bandar,KLD,175,2016-09-30
Legendary Creature — Dwarf Pilot,"Depala, Pilot Exemplar",KLD,178,2016-09-30
Legendary Planeswalker — Dovin,Dovin Baan,KLD,179,2016-09-30
Creature — Vedalken Scout,Empyreal Voyager,KLD,180,2016-09-30
Legendary Planeswalker — Saheeli,Saheeli Rai,KLD,186,2016-09-30
Artifact — Vehicle,Aradara Express,KLD,195,2016-09-30
Artifact Creature — Elephant,Bastion Mastodon,KLD,197,2016-09-30
Artifact Creature — Fox,Filigree Familiar,KLD,212,2016-09-30
Legendary Artifact — Vehicle,"Skysovereign, Consul Flagship",KLD,234,2016-09-30
Artifact Creature — Lizard,Weldfast Monitor,KLD,238,2016-09-30
Creature — Faerie Artificer,Faerie Artisans,C16,8,2016-11-11
Legendary Creature — Kor Soldier Ally,"Akiri, Line-Slinger",C16,26,2016-11-11
Legendary Creature — Phyrexian Angel Horror,"Atraxa, Praetors' Voice",C16,28,2016-11-11
Legendary Artifact Creature — Human,"Breya, Etherium Shaper",C16,29,2016-11-11
Legendary Creature — Naga Wizard,"Ikra Shidiqi, the Usurper",C16,32,2016-11-11
Legendary Creature — Bird Monk,"Ishai, Ojutai Dragonspeaker",C16,33,2016-11-11
Legendary Creature — Zombie Horror,"Kraum, Ludevic's Opus",C16,34,2016-11-11
Legendary Creature — Goblin Berserker,Vial Smasher the Fierce,C16,49,2016-11-11
Legendary Creature — Ogre Wizard,"Yidris, Maelstrom Wielder",C16,50,2016-11-11
Legendary Creature — Cat Dragon,"Wasitora, Nekoru Queen",PZ2,65705,2016-11-16
Legendary Creature — Vampire Soldier,"Licia, Sanguine Tribune",PZ2,65729,2016-11-16
Legendary Creature — Cat Avatar,"Arahbo, Roar of the World",PZ2,65735,2016-11-16
Legendary Artifact Creature — Dragon,"Ramos, Dragon Engine",PZ2,65749,2016-11-16
Legendary Creature — Cat Knight,"Balan, Wandering Knight",PZ2,65757,2016-11-16
Creature — Cat Archer,Stalking Leonin,PZ2,65769,2016-11-16
Legendary Creature — Cat Artificer,"Nazahn, Revered Bladesmith",PZ2,65771,2016-11-16
Creature — Dwarf Scout,Aethergeode Miner,AER,4,2017-01-20
Creature — Dwarf Rogue,Audacious Infiltrator,AER,7,2017-01-20
Legendary Creature — Dwarf Advisor,"Sram, Senior Edificer",AER,23,2017-01-20
Creature — Aetherborn Vampire,Gifted Aetherborn,AER,61,2017-01-20
Legendary Creature — Aetherborn Vampire,"Yahenni, Undying Partisan",AER,74,2017-01-20
Legendary Artifact Creature — Thopter,Hope of Ghirapur,AER,154,2017-01-20
